rom,game,year,company,genre,platform
bayrouted,"Bay Route (set 3, World) (bootleg of FD1094 317-0116 set)",1989,bootleg,Action (Multiplayer),Sega System 16
bloxeedd,Bloxeed (Japan) (bootleg of FD1094 317-0139 set),1989,bootleg,Action (Multiplayer),Sega Arcade Hardware
eswatbl3,Cyber Police ESWAT (bootleg with MC68705),1989,bootleg,Action (Multiplayer),Sega System 16
eswatbl,"Cyber Police ESWAT (bootleg, set 1)",1989,bootleg,Action (Multiplayer),Sega System 16
eswatbl2,"Cyber Police ESWAT (bootleg, set 2)",1989,bootleg,Action (Multiplayer),Sega System 16
eswatj1d,"Cyber Police ESWAT (set 1, Japan) (bootleg of FD1094 317-0131 set)",1989,bootleg,Action (Multiplayer),Sega System 16
eswatjd,"Cyber Police ESWAT (set 2, Japan) (bootleg of FD1094 317-0128 set)",1989,bootleg,Action (Multiplayer),Sega System 16
eswatud,"Cyber Police ESWAT (set 3, US) (bootleg of FD1094 317-0129 set)",1989,bootleg,Action (Multiplayer),Sega System 16
eswatd,"Cyber Police ESWAT (set 4, World) (bootleg of FD1094 317-0130 set)",1989,bootleg,Action (Multiplayer),Sega System 16
twcup90b1,"Euro League (Italian hack of Tecmo World Cup '90, set 1)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
twcup90ba,"Euro League (Italian hack of Tecmo World Cup '90, set 2)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
twcup90b3,"Euro League (Italian hack of Tecmo World Cup '90, set 3)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
ffantasybl,Fighting Fantasy (bootleg with 68705),1989,bootleg,Fighting,Data East Arcade
fpointbla,"Flash Point (Japan, bootleg set 2)",1989,bootleg,Action (Multiplayer),Sega System 16
fpoint1d,"Flash Point (set 1, Japan) (bootleg of FD1094 317-0127A set)",1989,bootleg,Action (Multiplayer),Sega System 16
fpointd,"Flash Point (set 2, Japan) (bootleg of FD1094 317-0127A set)",1989,bootleg,Action (Multiplayer),Sega System 16
gangwarsb,Gang Wars (bootleg),1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
goldnaxeb2,Golden Axe (bootleg),1989,bootleg,Action (Multiplayer),Sega System 16
goldnaxeb1,Golden Axe (encrypted bootleg),1989,bootleg,Action (Multiplayer),Sega System 16
goldnaxe1d,"Golden Axe (set 1, World) (bootleg of FD1094 317-0110 set)",1989,bootleg,Action (Multiplayer),Sega System 16
goldnaxe3d,"Golden Axe (set 3, World) (bootleg of FD1094 317-0120 set)",1989,bootleg,Action (Multiplayer),Sega System 16
goldnaxejd,"Golden Axe (set 4, Japan) (bootleg of FD1094 317-0121 set)",1989,bootleg,Action (Multiplayer),Sega System 16
goldnaxeud,"Golden Axe (set 5, US) (bootleg of FD1094 317-0122 set)",1989,bootleg,Action (Multiplayer),Sega System 16
hardheadb3,"Hard Head (bootleg, set 3)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
jujuba,"JuJu Densetsu (Japan, bootleg)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
jumping,Jumping (set 1),1989,bootleg,Action,Taito Arcade
lastsurvd,Last Survivor (Japan) (bootleg of FD1094 317-0083 set),1989,bootleg,Action (Multiplayer),Sega Arcade Hardware
lohtb2,"Legend of Hero Tonma (Japan, bootleg with i8751)",1989,bootleg,Action (Multiplayer),Irem Arcade
loffirejd,Line of Fire / Bakudan Yarou (Japan) (bootleg of FD1094 317-0134 set),1989,bootleg,Lightgun Shooter,Sega Arcade Hardware
loffireud,Line of Fire / Bakudan Yarou (US) (bootleg of FD1094 317-0135 set),1989,bootleg,Lightgun Shooter,Sega Arcade Hardware
loffired,Line of Fire / Bakudan Yarou (World) (bootleg of FD1094 317-0136 set),1989,bootleg,Lightgun Shooter,Sega Arcade Hardware
mvpjd,"MVP (set 1, Japan) (bootleg of FD1094 317-0142 set)",1989,bootleg,Action (Multiplayer),Sega System 16
mvpd,"MVP (set 2, US) (bootleg of FD1094 317-0143 set)",1989,bootleg,Action (Multiplayer),Sega System 16
mastbond,Master Bond (bootleg of Secret Agent),1989,bootleg,Action (Multiplayer),Data East Arcade
mastninj,Master Ninja (bootleg of Shadow Warriors / Ninja Gaiden),1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
matchitb,Match It (bootleg),1989,bootleg,Action (Multiplayer),Irem Arcade
midresbj,Midnight Resistance (Joystick bootleg),1989,bootleg,Action (Multiplayer),Data East Arcade
midresb,Midnight Resistance (bootleg with 68705),1989,bootleg,Action (Multiplayer),Data East Arcade
pangb,"Pang (bootleg, set 1)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
pangbold,"Pang (bootleg, set 2)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
pangba,"Pang (bootleg, set 3)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
pangb2,"Pang (bootleg, set 4)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
pangbb,"Pang (bootleg, set 5)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
pangbp,"Pang (bootleg, set 6)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
pangbc,"Pang (bootleg, set 7)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
pop_hh,Popper (bootleg of Hard Head),1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
prehisleb,"Prehistoric Isle in 1930 (World, bootleg)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
puzznici,Puzznic (Italian bootleg),1989,bootleg,Action (Multiplayer),Taito Arcade
puzznicb,"Puzznic (bootleg, set 1)",1989,bootleg,Action (Multiplayer),Taito Arcade
puzznicba,"Puzznic (bootleg, set 2)",1989,bootleg,Action (Multiplayer),Taito Arcade
racherod,Racing Hero (bootleg of FD1094 317-0144 set),1989,bootleg,Racing,Sega Arcade Hardware
stdragonb,Saint Dragon (bootleg),1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
secretab,Secret Agent (bootleg),1989,bootleg,Action (Multiplayer),Data East Arcade
shdancbl,"Shadow Dancer (bootleg, set 1)",1989,bootleg,Rhythm/Music,Sega System 16
shdancbla,"Shadow Dancer (bootleg, set 2)",1989,bootleg,Rhythm/Music,Sega System 16
sichuan2,"Sichuan II (bootleg, set 1)",1989,bootleg,Action (Multiplayer),Irem Arcade
sichuan2a,"Sichuan II (bootleg, set 2)",1989,bootleg,Action (Multiplayer),Irem Arcade
skyrobobl,Sky Robo (bootleg),1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
streetsmwbl,Street Smart (bootleg of World version 1),1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
ffightjh,"Street Smart / Final Fight (Japan, hack)",1989,bootleg,Action (Multiplayer),Capcom CPS
smgpjd,"Super Monaco GP (Japan, Rev B) (bootleg of FD1094 317-0124a set)",1989,bootleg,Dial/Paddle,Sega Arcade Hardware
smgpu2d,"Super Monaco GP (US, Rev A) (bootleg of FD1094 317-0125a set)",1989,bootleg,Dial/Paddle,Sega Arcade Hardware
smgpu1d,"Super Monaco GP (US, Rev B) (bootleg of FD1094 317-0125a set)",1989,bootleg,Dial/Paddle,Sega Arcade Hardware
smgpud,"Super Monaco GP (US, Rev C) (bootleg of FD1094 317-0125a set)",1989,bootleg,Dial/Paddle,Sega Arcade Hardware
smgp5d,Super Monaco GP (World) (bootleg of FD1094 317-0126 set),1989,bootleg,Dial/Paddle,Sega Arcade Hardware
smgp6d,"Super Monaco GP (World, Rev A) (bootleg of FD1094 317-0126a set)",1989,bootleg,Dial/Paddle,Sega Arcade Hardware
smgpd,"Super Monaco GP (World, Rev B) (bootleg of FD1094 317-0126a set)",1989,bootleg,Dial/Paddle,Sega Arcade Hardware
tmntucbl,"Teenage Mutant Ninja Turtles (bootleg, US 4 Players, version H)",1989,bootleg,Action (Multiplayer),Konami Arcade
lordofkb,"The Lord of King (bootleg, not protected)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
lordofkbp,"The Lord of King (bootleg, protected)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
toutrunjd,"Turbo Out Run (Japan, Out Run upgrade) (bootleg of FD1094 317-0117 set)",1989,bootleg,Dial/Paddle,Sega Arcade Hardware
toutrunj1d,"Turbo Out Run (Japan, cockpit) (bootleg of FD1094 317-0101 set)",1989,bootleg,Dial/Paddle,Sega Arcade Hardware
toutrund,Turbo Out Run (Out Run upgrade) (bootleg of FD1094 317-0118 set),1989,bootleg,Dial/Paddle,Sega Arcade Hardware
toutrun2d,Turbo Out Run (cockpit) (bootleg of FD1094 317-0106 set),1989,bootleg,Dial/Paddle,Sega Arcade Hardware
toutrun3d,Turbo Out Run (cockpit) (bootleg of FD1094 317-0107 set),1989,bootleg,Dial/Paddle,Sega Arcade Hardware
wwfsstarb2,WWF Superstars (bootleg with 2xYM2203),1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
wwfsstarb,WWF Superstars (bootleg),1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
twcup90bb,"World Cup '90 (European hack, different title)",1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
twcup90b2,Worldcup '90 (hack),1989,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
wrestwar1d,"Wrestle War (set 1, Japan) (bootleg of FD1094 317-0090 set)",1989,bootleg,Action (Multiplayer),Sega System 16
wrestwar2d,"Wrestle War (set 2, World) (bootleg of FD1094 317-0102 set)",1989,bootleg,Action (Multiplayer),Sega System 16
strideruc,"Strider (USA, B-Board 90629B-3, buggy Street Fighter II conversion)",1989,bootleg (Capcom),Fighting,Capcom CPS
bayrouteb2,Bay Route (Datsu bootleg),1989,bootleg (Datsu),Action (Multiplayer),Sega System 16
bayrouteb1,"Bay Route (encrypted, protected bootleg)",1989,bootleg (Datsu),Action (Multiplayer),Sega System 16
dduxbl,Dynamite Dux (Datsu bootleg),1989,bootleg (Datsu),Action (Multiplayer),Sega System 16
fpointbj,"Flash Point (Japan, bootleg set 1)",1989,bootleg (Datsu),Action (Multiplayer),Sega System 16
fpointbl,"Flash Point (World, bootleg)",1989,bootleg (Datsu),Action (Multiplayer),Sega System 16
tturfbl,Tough Turf (Datsu bootleg),1989,bootleg (Datsu),Action (Multiplayer),Sega System 16
biathlon,Biathlon,1989,bootleg (Elektronika),Arcade,Arcade Hardware (Unknown)
kosmicmt,Kosmicheskiy most,1989,bootleg (Elektronika),Action,Arcade Hardware (Unknown)
krybolov,Kot-rybolov (Elektronika),1989,bootleg (Elektronika),Arcade,Arcade Hardware (Unknown)
kvakazad,Kvaka-zadavaka,1989,bootleg (Elektronika),Arcade,Arcade Hardware (Unknown)
okhota,Okhota,1989,bootleg (Elektronika),Arcade,Arcade Hardware (Unknown)
rkosmosa,Razvedchiki kosmosa,1989,bootleg (Elektronika),Arcade,Arcade Hardware (Unknown)
vfutbol,Vesyolye futbolisty,1989,bootleg (Elektronika),Arcade,Arcade Hardware (Unknown)
vespovar,Vesyolyy povar,1989,bootleg (Elektronika),Action,Arcade Hardware (Unknown)
pesadelo,Pesadelo (bootleg of Konami Knightmare),1989,bootleg (Forte II Games),Action,Arcade Hardware (Unknown)
eurogael,"Euro League (Gaelco bootleg, Modular System)",1989,bootleg (Gaelco / Ervisa),Action (Multiplayer),Arcade Hardware (Unknown)
loht_ms,"Legend of Hero Tonma (Gaelco bootleg, Modular System)",1989,bootleg (Gaelco / Ervisa),Action (Multiplayer),Irem Arcade
tharrierb,Task Force Harrier (Lettering bootleg),1989,bootleg (Lettering),Action (Multiplayer),Arcade Hardware (Unknown)
badlandsb,Bad Lands (bootleg),1989,bootleg (Playmark),Action (Multiplayer),Atari Arcade
badlandsb2,"Bad Lands (bootleg, alternate)",1989,bootleg (Playmark),Action (Multiplayer),Atari Arcade
lohtb,Legend of Hero Tonma (Playmark unprotected bootleg),1989,bootleg (Playmark),Action (Multiplayer),Irem Arcade
clubpacm,Pacman Club / Club Lambada (Argentina),1989,hack (Miky SRL),Action (Multiplayer),Arcade Hardware (Unknown)
centipdd,Centipede Dux (hack),1989,hack (Two-Bit Score),Trackball,Atari Arcade
millipdd,Millipede Dux (hack),1989,hack (Two-Bit Score),Trackball,Atari Arcade
msheartb,Ms. Pac-Man Heart Burn,1989,hack (Two-Bit Score),Action (Multiplayer),Arcade Hardware (Unknown)
at486,"PC/AT 486 (25 MHz, MF2 Keyboard)",1990,<generic>,Keyboard/Typing,Arcade Hardware (Unknown)
at586x3,PC/AT 586 (PIIX3),1990,<generic>,Arcade,Arcade Hardware (Unknown)
at586,PC/AT 586 (PIIX4),1990,<generic>,Keyboard/Typing,Arcade Hardware (Unknown)
blitzs,Blic,1990,<unknown>,Action,Arcade Hardware (Unknown)
bsuerte,"Buena Suerte (Spanish, set 1)",1990,<unknown>,Arcade,Arcade Hardware (Unknown)
ec1847,EC-1847,1990,<unknown>,Keyboard/Typing,Arcade Hardware (Unknown)
mc1702,Elektronika MC-1702,1990,<unknown>,Keyboard/Typing,Arcade Hardware (Unknown)
compani1,Kompanion 1,1990,<unknown>,Action,Arcade Hardware (Unknown)
orion128,Orion 128,1990,<unknown>,Keyboard/Typing,Arcade Hardware (Unknown)
orionms,Orion 128 (MS7007),1990,<unknown>,Keyboard/Typing,Arcade Hardware (Unknown)
orionz80,Orion 128 + Z80 Card II,1990,<unknown>,Keyboard/Typing,Arcade Hardware (Unknown)
orionzms,Orion 128 + Z80 Card II (MS7007),1990,<unknown>,Keyboard/Typing,Arcade Hardware (Unknown)
orionide,Orion 128 + Z80 Card II + IDE,1990,<unknown>,Keyboard/Typing,Arcade Hardware (Unknown)
orionidm,Orion 128 + Z80 Card II + IDE (MS7007),1990,<unknown>,Keyboard/Typing,Arcade Hardware (Unknown)
spektrbk,Spektr BK-001,1990,<unknown>,Action,Arcade Hardware (Unknown)
zvezda,Zvezda,1990,<unknown>,Action,Arcade Hardware (Unknown)
att730x,730X,1990,AT&T,Arcade,Arcade Hardware (Unknown)
ar225,Acorn R225,1990,Acorn Computers,Keyboard/Typing,Arcade Hardware (Unknown)
ar260,Acorn R260,1990,Acorn Computers,Keyboard/Typing,Arcade Hardware (Unknown)
aa540,Archimedes 540,1990,Acorn Computers,Keyboard/Typing,Arcade Hardware (Unknown)
sr16,SR-16 (Alesis),1990,Alesis,Keyboard/Typing,Arcade Hardware (Unknown)
bjourneyh,Blue's Journey / Raguy (ALH-001),1990,Alpha Denshi Co.,Action (Multiplayer),SNK Neo Geo
bjourney,Blue's Journey / Raguy (ALM-001 ~ ALH-001),1990,Alpha Denshi Co.,Action (Multiplayer),SNK Neo Geo
maglordh,Magician Lord (NGH-005),1990,Alpha Denshi Co.,Action (Multiplayer),SNK Neo Geo
maglord,Magician Lord (NGM-005),1990,Alpha Denshi Co.,Action (Multiplayer),SNK Neo Geo
ncombath,Ninja Combat (NGH-009),1990,Alpha Denshi Co.,Action (Multiplayer),SNK Neo Geo
ncombat,Ninja Combat (NGM-009),1990,Alpha Denshi Co.,Action (Multiplayer),SNK Neo Geo
maddoga,Mad Dog McCree (v1C board rev.A),1990,American Laser Games,Lightgun Shooter,Arcade Hardware (Unknown)
maddog_202,Mad Dog McCree (v2.02 board rev.B),1990,American Laser Games,Lightgun Shooter,Arcade Hardware (Unknown)
maddog,Mad Dog McCree (v2.03 board rev.B),1990,American Laser Games,Lightgun Shooter,Arcade Hardware (Unknown)
cpc464p,Amstrad CPC464+,1990,Amstrad plc,Trackball,Arcade Hardware (Unknown)
cpc6128p,Amstrad CPC6128+,1990,Amstrad plc,Trackball,Arcade Hardware (Unknown)
gx4000,Amstrad GX4000,1990,Amstrad plc,Trackball,Arcade Hardware (Unknown)
pc3086,Amstrad PC3086,1990,Amstrad plc,Action (Multiplayer),Arcade Hardware (Unknown)
macclasc,Macintosh Classic,1990,Apple Computer,Keyboard/Typing,Arcade Hardware (Unknown)
maciifx,Macintosh IIfx,1990,Apple Computer,Keyboard/Typing,Arcade Hardware (Unknown)
maciisi,Macintosh IIsi,1990,Apple Computer,Keyboard/Typing,Arcade Hardware (Unknown)
maclc,Macintosh LC,1990,Apple Computer,Keyboard/Typing,Arcade Hardware (Unknown)
wxstar4k,WeatherSTAR 4000,1990,Applied Microelectronics Institute/The Weather Channel,Arcade,Arcade Hardware (Unknown)
aplanst,Apricot LANstation (Krypton Motherboard),1990,Apricot,Keyboard/Typing,Arcade Hardware (Unknown)
aplannb,Apricot LANstation (Novell Remote Boot),1990,Apricot,Keyboard/Typing,Arcade Hardware (Unknown)
qi900,Apricot Qi 900 (Scorpion Motherboard),1990,Apricot,Keyboard/Typing,Arcade Hardware (Unknown)
xb42639a,Apricot XEN-S (Venus II Motherboard 286),1990,Apricot,Keyboard/Typing,Arcade Hardware (Unknown)
xb42664a,Apricot XEN-S (Venus II Motherboard 386),1990,Apricot,Keyboard/Typing,Arcade Hardware (Unknown)
ar_spot,"Spot (Arcadia, V 2.0)",1990,Arcadia Systems,Action (Multiplayer),Arcade Hardware (Unknown)
pofo2,Portfolio 2,1990,Atari,Keyboard/Typing,Atari Arcade
tt030_fr,TT030 (France),1990,Atari,Lightgun Shooter,Atari Arcade
tt030_de,TT030 (Germany),1990,Atari,Lightgun Shooter,Atari Arcade
tt030_pl,TT030 (Poland),1990,Atari,Lightgun Shooter,Atari Arcade
tt030_uk,TT030 (UK),1990,Atari,Lightgun Shooter,Atari Arcade
tt030,TT030 (USA),1990,Atari,Lightgun Shooter,Atari Arcade
harddrivcb,"Hard Drivin' (compact, British, rev 2)",1990,Atari Games,Dial/Paddle,Atari Arcade
harddrivcg,"Hard Drivin' (compact, German, rev 2)",1990,Atari Games,Dial/Paddle,Atari Arcade
harddrivc1,"Hard Drivin' (compact, rev 1)",1990,Atari Games,Dial/Paddle,Atari Arcade
harddrivc,"Hard Drivin' (compact, rev 2)",1990,Atari Games,Dial/Paddle,Atari Arcade
hydra,Hydra,1990,Atari Games,Action,Atari Arcade
hydrap,Hydra (prototype 5/14/90),1990,Atari Games,Action,Atari Arcade
hydrap2,Hydra (prototype 5/25/90),1990,Atari Games,Action,Atari Arcade
klaxd2,"Klax (Germany, version 2)",1990,Atari Games,Action (Multiplayer),Atari Arcade
klaxj3,"Klax (Japan, version 3)",1990,Atari Games,Action (Multiplayer),Atari Arcade
klaxj4,"Klax (Japan, version 4)",1990,Atari Games,Action (Multiplayer),Atari Arcade
klax4,Klax (version 4),1990,Atari Games,Action (Multiplayer),Atari Arcade
klax5,Klax (version 5),1990,Atari Games,Action (Multiplayer),Atari Arcade
klax,Klax (version 6),1990,Atari Games,Action (Multiplayer),Atari Arcade
pitfightj,"Pit Fighter (Japan rev 3, 2 players)",1990,Atari Games,Fighting,Atari Arcade
pitfight1p2,"Pit Fighter (rev 1, 2 players)",1990,Atari Games,Fighting,Atari Arcade
pitfight2,Pit Fighter (rev 2),1990,Atari Games,Fighting,Atari Arcade
pitfight3,Pit Fighter (rev 3),1990,Atari Games,Fighting,Atari Arcade
pitfight4,Pit Fighter (rev 4),1990,Atari Games,Fighting,Atari Arcade
pitfight5,Pit Fighter (rev 5),1990,Atari Games,Fighting,Atari Arcade
pitfight6,Pit Fighter (rev 6),1990,Atari Games,Fighting,Atari Arcade
pitfight7,Pit Fighter (rev 7),1990,Atari Games,Fighting,Atari Arcade
pitfight,Pit Fighter (rev 9),1990,Atari Games,Fighting,Atari Arcade
racedrivb1,"Race Drivin' (cockpit, British, rev 1)",1990,Atari Games,Racing,Atari Arcade
racedrivb4,"Race Drivin' (cockpit, British, rev 4)",1990,Atari Games,Racing,Atari Arcade
racedrivb,"Race Drivin' (cockpit, British, rev 5)",1990,Atari Games,Racing,Atari Arcade
racedrivg1,"Race Drivin' (cockpit, German, rev 2)",1990,Atari Games,Racing,Atari Arcade
racedrivg4,"Race Drivin' (cockpit, German, rev 4)",1990,Atari Games,Racing,Atari Arcade
racedrivg,"Race Drivin' (cockpit, German, rev 5)",1990,Atari Games,Racing,Atari Arcade
racedriv1,"Race Drivin' (cockpit, rev 1)",1990,Atari Games,Racing,Atari Arcade
racedriv2,"Race Drivin' (cockpit, rev 2)",1990,Atari Games,Racing,Atari Arcade
racedriv3,"Race Drivin' (cockpit, rev 3)",1990,Atari Games,Racing,Atari Arcade
racedriv4,"Race Drivin' (cockpit, rev 4)",1990,Atari Games,Racing,Atari Arcade
racedriv,"Race Drivin' (cockpit, rev 5)",1990,Atari Games,Racing,Atari Arcade
racedrivcb4,"Race Drivin' (compact, British, rev 4)",1990,Atari Games,Racing,Atari Arcade
racedrivcb,"Race Drivin' (compact, British, rev 5)",1990,Atari Games,Racing,Atari Arcade
racedrivcg4,"Race Drivin' (compact, German, rev 4)",1990,Atari Games,Racing,Atari Arcade
racedrivcg,"Race Drivin' (compact, German, rev 5)",1990,Atari Games,Racing,Atari Arcade
racedrivcp,"Race Drivin' (compact, prototype)",1990,Atari Games,Racing,Atari Arcade
racedrivc1,"Race Drivin' (compact, rev 1)",1990,Atari Games,Racing,Atari Arcade
racedrivc2,"Race Drivin' (compact, rev 2)",1990,Atari Games,Racing,Atari Arcade
racedrivc4,"Race Drivin' (compact, rev 4)",1990,Atari Games,Racing,Atari Arcade
racedrivc,"Race Drivin' (compact, rev 5)",1990,Atari Games,Racing,Atari Arcade
racedrivpan,"Race Drivin' Panorama (prototype, rev 2.1)",1990,Atari Games,Racing,Atari Arcade
rampartj,"Rampart (Japan, Joystick)",1990,Atari Games,Action (Multiplayer),Atari Arcade
rampart2p,"Rampart (Joystick, bigger ROMs)",1990,Atari Games,Action (Multiplayer),Atari Arcade
rampart2pa,"Rampart (Joystick, smaller ROMs)",1990,Atari Games,Action (Multiplayer),Atari Arcade
rampart,Rampart (Trackball),1990,Atari Games,Trackball,Atari Arcade
shuuz2,Shuuz (version 7.1),1990,Atari Games,Trackball,Atari Arcade
shuuz,Shuuz (version 8.0),1990,Atari Games,Trackball,Atari Arcade
thunderja,ThunderJaws (rev 2),1990,Atari Games,Action (Multiplayer),Atari Arcade
thunderj,ThunderJaws (rev 3),1990,Atari Games,Action (Multiplayer),Atari Arcade
byte,PEVM Byte,1990,BEMZ,Action,Arcade Hardware (Unknown)
escounts,Every Second Counts (39-360-053),1990,BFM,Action,Arcade Hardware (Unknown)
v4bloxd,"Blox (SJM BLOX, 50p/20p Play, Version 2.0) (Datapak) (MPU4 Video)",1990,BWB / Barcrest,Action,Arcade Hardware (Unknown)
v4blox,"Blox (SJM BLOX, 50p/20p Play, Version 2.0) (MPU4 Video)",1990,BWB / Barcrest,Action,Arcade Hardware (Unknown)
v4sklcsh,Skill Cash (v1.1) (MPU4 Video),1990,Barcrest,Arcade,Arcade Hardware (Unknown)
v4skltrk,"Skill Trek (v1.1) (MPU4 Video, set 1)",1990,Barcrest,Arcade,Arcade Hardware (Unknown)
